road_id,barangay,split,manual_constraint_type,applied_constraint_type,display_constraint_type,review_constraint_type,predicted_constrained,predicted_probability,predicted_score_reg,prediction_status,nearest_known_constraint_dist_m,map_color,map_weight,map_opacity,routing_multiplier,avoid_priority,is_blocked,display_label,best_model,best_model_threshold
1686,Kasilak,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.43346375,0.2041446,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1687,Cacao,train,normal,narrow_road,narrow_road,narrow_road,1,0.37787345,0.32571995,new_predicted_constraint,1419.7792850618441,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1688,Tibungol,test,normal,normal,normal,normal,0,0.03630139,-0.057494417,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1689,New Malitbog,test,normal,narrow_road,narrow_road,narrow_road,1,0.75131124,0.6439281,new_predicted_constraint,290.5254543910607,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1690,J.P. Laurel,test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.3592562,0.26286927,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1691,Unknown,val,normal,normal,normal,normal,0,0.03510757,-0.018243149,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1692,Unknown,val,normal,normal,normal,normal,0,0.022575444,-0.18891446,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1693,Unknown,val,normal,normal,normal,normal,0,0.033749722,-0.029360414,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1694,Datu Abdul Dadia,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.81625813,0.43482918,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1695,Datu Abdul Dadia,val,narrow_road,narrow_road,narrow_road,narrow_road,1,0.81550235,0.48163068,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1696,Datu Abdul Dadia,val,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8125273,0.43329585,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1697,San Vicente,val,normal,traffic_general,traffic_general,traffic_general,1,0.32556733,0.1886287,new_predicted_constraint,244.98163087155953,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
1698,San Vicente,val,normal,traffic_general,traffic_general,traffic_general,1,0.31207696,0.1831995,new_predicted_constraint,225.48403674244105,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
1699,San Vicente,val,normal,normal,normal,normal,0,0.174491,0.17414486,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1700,Salvacion,train,normal,traffic_general,traffic_general,traffic_general,1,0.5602495,0.33635026,new_predicted_constraint,98.07645736467433,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
1701,Tibungol,train,normal,normal,normal,normal,0,0.046915375,-0.017181583,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1702,Tibungol,train,normal,normal,normal,normal,0,0.078058966,0.15874852,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1703,New Malaga (Dalisay),train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.5163395,0.47096825,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1704,Unknown,val,normal,normal,normal,normal,0,0.037607193,-0.044221923,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1705,New Visayas,test,normal,narrow_road,narrow_road,narrow_road,1,0.61929613,0.28712732,new_predicted_constraint,111.4783075457568,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1706,Datu Abdul Dadia,val,narrow_road,narrow_road,narrow_road,narrow_road,1,0.81675565,0.389153,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1707,Unknown,train,normal,normal,normal,normal,0,0.048188284,0.05050543,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1708,Unknown,train,normal,normal,normal,normal,0,0.048311215,0.041438833,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1709,Dapco,train,normal,normal,normal,normal,0,0.06217535,0.08894548,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1710,Unknown,val,normal,normal,normal,normal,0,0.053984933,0.08152062,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1711,Unknown,val,normal,normal,normal,normal,0,0.04434491,0.014936522,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1712,Unknown,test,normal,normal,normal,normal,0,0.04571959,0.023334622,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1713,Tibungol,val,normal,normal,normal,normal,0,0.0778531,-0.033315428,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1714,Tibungol,val,normal,normal,normal,normal,0,0.083400704,0.11698015,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1715,Tibungol,val,normal,normal,normal,normal,0,0.10447322,0.20312123,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1716,Dapco,train,normal,normal,normal,normal,0,0.04304717,-0.012623087,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1717,Unknown,train,normal,normal,normal,normal,0,0.036192,-0.02990903,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1718,Dapco,train,normal,normal,normal,normal,0,0.054735165,0.05624701,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1719,Unknown,train,normal,normal,normal,normal,0,0.021774506,-0.1732154,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1720,Unknown,train,normal,normal,normal,normal,0,0.037521746,-0.019345567,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1721,Southern Davao,train,normal,traffic_general,traffic_general,traffic_general,1,0.75661045,0.3345819,new_predicted_constraint,211.93957348863577,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
1722,Southern Davao,train,normal,traffic_general,traffic_general,traffic_general,1,0.70783275,0.38088816,new_predicted_constraint,173.07057476923063,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
1723,Southern Davao,val,normal,traffic_general,traffic_general,traffic_general,1,0.70299673,0.3844326,new_predicted_constraint,115.11141331716969,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
1724,Southern Davao,train,normal,traffic_general,traffic_general,traffic_general,1,0.7050311,0.38078594,new_predicted_constraint,144.94812996034275,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
1725,New Malaga (Dalisay),train,narrow_road,normal,normal,narrow_road,0,0.20375629,0.20849311,missed_manual_constraint,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1726,New Malaga (Dalisay),train,narrow_road,normal,normal,narrow_road,0,0.18632054,0.18399262,missed_manual_constraint,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1727,San Roque,train,normal,normal,normal,normal,0,0.08929045,0.16424033,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1728,San Roque,test,normal,normal,normal,normal,0,0.0690593,0.10463938,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1729,San Roque,train,normal,normal,normal,normal,0,0.1287623,0.20150416,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1730,San Roque,train,normal,normal,normal,normal,0,0.1287623,0.20150416,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1731,Unknown,val,normal,normal,normal,normal,0,0.04491097,0.01750338,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1732,Mabunao,train,normal,normal,normal,normal,0,0.12428108,0.17346504,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1733,San Nicolas,test,normal,narrow_road,narrow_road,narrow_road,1,0.48023427,0.2833064,new_predicted_constraint,1647.2233301905167,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1734,Kasilak,test,normal,normal,normal,normal,0,0.08297684,-0.037427075,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1735,Malativas,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.53038704,0.39634907,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1736,Unknown,test,normal,normal,normal,normal,0,0.031811796,-0.13720278,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1737,Unknown,val,normal,normal,normal,normal,0,0.022263318,-0.17926918,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1738,Unknown,train,normal,normal,normal,normal,0,0.039865308,-0.05150269,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1739,Unknown,val,normal,normal,normal,normal,0,0.05148427,0.061349437,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1740,Unknown,train,normal,normal,normal,normal,0,0.037607193,-0.044221863,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1741,Unknown,train,normal,normal,normal,normal,0,0.044004027,0.08474782,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1742,Unknown,train,normal,normal,normal,normal,0,0.044004027,0.08474782,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1743,Unknown,train,normal,normal,normal,normal,0,0.050880384,0.05932355,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1744,Unknown,train,normal,normal,normal,normal,0,0.050752014,0.052427083,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1745,Unknown,train,normal,normal,normal,normal,0,0.049274735,0.044151425,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1746,Dapco,train,normal,normal,normal,normal,0,0.03632466,-0.067457065,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1747,Kasilak,train,normal,normal,normal,normal,0,0.24276994,0.22834267,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1748,Kasilak,val,normal,normal,normal,normal,0,0.22502084,0.20862076,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1749,Tibungol,train,normal,normal,normal,normal,0,0.06761831,-0.018668637,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1750,Tibungol,train,normal,normal,normal,normal,0,0.057271104,-0.026982836,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1751,Tibungol,train,normal,normal,normal,normal,0,0.046120096,-0.16103104,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1752,Tibungol,train,normal,normal,normal,normal,0,0.035337828,-0.23809989,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1753,Kasilak,train,normal,normal,normal,normal,0,0.065514445,-0.055490717,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1754,New Malitbog,val,narrow_road,narrow_road,narrow_road,narrow_road,1,0.906735,0.5703319,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1755,Kasilak,train,normal,normal,normal,normal,0,0.09735537,0.09132994,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1756,Kasilak,train,normal,normal,normal,normal,0,0.15506142,0.12279537,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1757,Datu Abdul Dadia,train,normal,narrow_road,narrow_road,narrow_road,1,0.7650724,0.36359626,new_predicted_constraint,152.58567022415323,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1758,Maduao,train,normal,normal,normal,normal,0,0.061035655,0.050301455,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1759,Consolacion,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.5362024,0.51053816,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1760,Kasilak,train,normal,normal,normal,normal,0,0.24899636,0.2671849,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1761,Malativas,test,normal,normal,normal,normal,0,0.17296597,0.08958168,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1762,Upper Licanan,train,normal,normal,normal,normal,0,0.07432685,0.07274827,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1763,New Visayas,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.6482366,0.43605387,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1764,Consolacion,train,normal,narrow_road,narrow_road,narrow_road,1,0.3393474,-0.023049533,new_predicted_constraint,643.8552052385336,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1765,Katualan,train,normal,normal,normal,normal,0,0.064962186,0.13862768,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1766,New Malaga (Dalisay),test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.5488958,0.4959048,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1767,New Malaga (Dalisay),test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.48891142,0.4899994,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1768,Manay,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.6566351,0.30243844,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1769,Manay,train,normal,narrow_road,narrow_road,narrow_road,1,0.8491279,0.4622627,new_predicted_constraint,659.5191909381502,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1770,Manay,train,normal,narrow_road,narrow_road,narrow_road,1,0.8617046,0.4866324,new_predicted_constraint,347.5833692060633,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1771,Manay,test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8345864,0.41184914,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1772,Manay,train,normal,narrow_road,narrow_road,narrow_road,1,0.8515111,0.45250124,new_predicted_constraint,361.0668394595242,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1773,Manay,val,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8484007,0.40946472,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1774,Manay,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.87844896,0.46915185,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1775,Manay,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.87844896,0.46915185,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1776,Manay,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8782535,0.43758774,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1777,Manay,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.87896645,0.43756413,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1778,Manay,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.87314063,0.45622694,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1779,Manay,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.87314063,0.45622694,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1780,Manay,val,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8873733,0.5332593,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1781,New Malaga (Dalisay),test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.59005916,0.53907883,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1782,Manay,test,narrow_road,narrow_road,narrow_road,narrow_road,1,0.84512854,0.43009448,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1783,Tibungol,train,normal,normal,normal,normal,0,0.07418993,-0.044506565,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1784,Tibungol,train,normal,normal,normal,normal,0,0.07351829,0.10430902,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1785,Manay,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8843664,0.45309675,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1786,Manay,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.8743842,0.47409528,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1787,Santo Niño (Pob.),train,narrow_road_severe,narrow_road_severe,narrow_road_severe,narrow_road_severe,1,0.79868376,0.4957918,true_positive,,#B71C1C,6,0.98,1.8,4,0,Severe narrow road,GAT,0.28000000000000014
1788,Santo Niño (Pob.),test,construction,construction,construction,construction,1,0.8921924,0.6524557,true_positive,,#6A1B9A,6,0.98,3.0,5,1,Road construction,GAT,0.28000000000000014
1789,Santo Niño (Pob.),test,construction,construction,construction,construction,1,0.83221596,0.5426441,true_positive,,#6A1B9A,6,0.98,3.0,5,1,Road construction,GAT,0.28000000000000014
1790,San Pedro,test,normal,normal,normal,normal,0,0.11179571,0.17370324,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1791,San Pedro,train,normal,normal,normal,normal,0,0.1510109,0.24100235,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1792,San Pedro,train,normal,normal,normal,normal,0,0.16897424,0.27114382,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1793,Quezon,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.9072463,0.49702257,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1794,A. O. Floirendo,train,normal,normal,normal,normal,0,0.053563803,0.101855844,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1795,A. O. Floirendo,train,normal,normal,normal,normal,0,0.057388514,0.11232011,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1796,A. O. Floirendo,train,normal,normal,normal,normal,0,0.040643115,0.08434881,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1797,Tibungol,val,normal,normal,normal,normal,0,0.10582666,0.1733011,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1798,Sindaton,train,normal,normal,normal,normal,0,0.028470265,-0.06569673,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1799,Sindaton,train,normal,normal,normal,normal,0,0.028799947,-0.00759162,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1800,Unknown,train,normal,normal,normal,normal,0,0.04065676,-0.1119611,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1801,New Visayas,test,normal,narrow_road,narrow_road,narrow_road,1,0.63702655,0.33908606,new_predicted_constraint,54.7674376210455,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1802,New Visayas,test,normal,traffic_general,traffic_general,traffic_general,1,0.7067342,0.4081757,new_predicted_constraint,66.3216083891249,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
1803,New Visayas,test,normal,traffic_general,traffic_general,traffic_general,1,0.6451999,0.43215543,new_predicted_constraint,47.20133924804673,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
1804,Cagangohan,train,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.6703178,0.6387393,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
1805,Cagangohan,train,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,traffic_nightmarket,1,0.6192849,0.6114452,true_positive,,#E65100,5,0.95,1.75,4,0,Night-market area,GAT,0.28000000000000014
1806,Unknown,train,normal,normal,normal,normal,0,0.1231092,0.2234652,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1807,Santa Cruz,test,normal,narrow_road,narrow_road,narrow_road,1,0.31739715,0.33081752,new_predicted_constraint,1215.5610259333205,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1808,Katualan,train,normal,normal,normal,normal,0,0.077359654,-0.009296164,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1809,Dapco,val,normal,normal,normal,normal,0,0.043812647,0.049864575,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1810,Maduao,train,normal,normal,normal,normal,0,0.043193948,-0.0033766553,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1811,Gredu (Pob.),val,normal,narrow_road,narrow_road,narrow_road,1,0.7461569,0.3300868,new_predicted_constraint,83.43285950853131,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1812,Gredu (Pob.),val,traffic_general,traffic_general,traffic_general,traffic_general,1,0.72725964,0.36196136,true_positive,,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
1813,J.P. Laurel,train,normal,normal,normal,normal,0,0.24512213,0.250094,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1814,Upper Licanan,train,normal,normal,normal,normal,0,0.1430835,0.15374194,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1815,Maduao,train,normal,normal,normal,normal,0,0.10754269,0.18686761,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1816,Unknown,train,normal,normal,normal,normal,0,0.1552583,0.16034828,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1817,Tibungol,train,normal,normal,normal,normal,0,0.10164573,0.0643854,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1818,Tibungol,train,normal,normal,normal,normal,0,0.05964627,0.044378333,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1819,Tibungol,train,normal,normal,normal,normal,0,0.08818076,0.08734713,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1820,Tibungol,train,normal,normal,normal,normal,0,0.08825706,0.17964637,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1821,Tibungol,test,normal,normal,normal,normal,0,0.05299668,-0.06614943,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1822,New Malaga (Dalisay),train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.38484022,0.4494717,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1823,Kasilak,test,normal,narrow_road,narrow_road,narrow_road,1,0.39675286,0.56631476,new_predicted_constraint,373.61932530841557,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1824,Kasilak,test,normal,narrow_road,narrow_road,narrow_road,1,0.3235644,0.39857966,new_predicted_constraint,413.52780172089,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1825,Kasilak,train,normal,narrow_road,narrow_road,narrow_road,1,0.3591615,0.3294146,new_predicted_constraint,535.3256410948,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1826,Cacao,train,normal,narrow_road,narrow_road,narrow_road,1,0.51059765,0.30833387,new_predicted_constraint,1254.2403216011307,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1827,Unknown,train,normal,normal,normal,normal,0,0.1470547,0.31289637,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1828,Unknown,train,normal,normal,normal,normal,0,0.029329492,-0.064250335,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1829,Katipunan,train,normal,normal,normal,normal,0,0.14551394,0.14801012,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1830,Nanyo,train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.9180333,0.3153606,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1831,Tibungol,train,normal,normal,normal,normal,0,0.040770445,-0.068162516,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1832,Tibungol,test,normal,normal,normal,normal,0,0.044075776,-0.031984553,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1833,Sindaton,test,normal,normal,normal,normal,0,0.062399518,0.0926009,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1834,Sindaton,val,normal,normal,normal,normal,0,0.06454936,0.09703417,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
1835,San Francisco (Pob.),train,narrow_road,narrow_road,narrow_road,narrow_road,1,0.80691737,0.3726517,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1836,Quezon,val,narrow_road,narrow_road,narrow_road,narrow_road,1,0.5842055,0.12690505,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1837,New Visayas,train,traffic_general,traffic_general,traffic_general,traffic_general,1,0.7134581,0.3785839,true_positive,,#FFD54F,4,0.95,1.35,2,0,General traffic,GAT,0.28000000000000014
1838,Southern Davao,val,narrow_road,narrow_road,narrow_road,narrow_road,1,0.9093447,0.54941887,true_positive,,#E53935,5,0.95,1.45,2,0,Narrow road,GAT,0.28000000000000014
1839,Dapco,train,normal,normal,normal,normal,0,0.09455676,0.07739578,true_negative,,#B0BEC5,2,0.35,1.0,0,0,Normal road,GAT,0.28000000000000014
